date,close,high,low,open
2019.03.20 시작09:30,188.16,189.49,184.73,186.23
2019.03.21 시작09:30,195.09,196.33,189.81,190.02
2019.03.22 시작09:30,191.05,197.69,190.78,195.34
2019.03.25 시작09:30,188.74,191.98,186.6,191.51
2019.03.26 시작09:30,186.79,192.88,184.58,191.664
2019.03.27 시작09:30,188.47,189.76,186.55,188.75
2019.03.28 시작09:30,188.72,189.55900000000003,187.53,188.95
2019.03.29 시작09:30,189.95,190.08,188.54,189.83
2019.04.01 시작09:30,191.24,191.68,188.38,191.64
2019.04.02 시작09:30,194.02,194.46,191.05,191.09
2019.04.03 시작09:30,195.35,196.5,193.15,193.25
2019.04.04 시작09:30,195.69,196.37,193.14,194.79
2019.04.05 시작09:30,197.0,197.1,195.93,196.45
2019.04.08 시작09:30,200.1,200.23,196.34,196.42
2019.04.09 시작09:30,199.5,202.85,199.23,200.32
2019.04.10 시작09:30,200.62,200.74,198.18,198.68
2019.04.11 시작09:30,198.95,201.0,198.4431,200.85
2019.04.12 시작09:30,198.87,200.14,196.21,199.2
2019.04.15 시작09:30,199.23,199.85,198.01,198.58
2019.04.16 시작09:30,199.25,201.37,198.56,199.46
2019.04.17 시작09:30,203.13,203.38,198.61,199.54
2019.04.18 시작09:30,203.86,204.15,202.52,203.12
2019.04.22 시작09:30,204.53,204.94,202.34,202.83
2019.04.23 시작09:30,207.48,207.75,203.9,204.43
2019.04.24 시작09:30,207.16,208.48,207.05,207.36
2019.04.25 시작09:30,205.28,207.76,205.12,206.83
2019.04.26 시작09:30,204.3,205.0,202.12,204.9
2019.04.29 시작09:30,204.61,205.97,203.86,204.4
2019.04.30 시작09:30,200.67,203.4,199.11,203.06
2019.05.01 시작09:30,210.52,215.31,209.23,209.88
2019.05.02 시작09:30,209.15,212.65,208.13,209.84
2019.05.03 시작09:30,211.75,211.84,210.23,210.89
2019.05.06 시작09:30,208.48,208.84,203.5,204.29
2019.05.07 시작09:30,202.86,207.4175,200.825,205.88
2019.05.08 시작09:30,202.9,205.34,201.75,201.9
2019.05.09 시작09:30,200.72,201.68,196.66,200.4
2019.05.10 시작09:30,197.18,198.85,192.77,197.419
2019.05.13 시작09:30,185.72,189.48,182.85,187.71
2019.05.14 시작09:30,188.66,189.7,185.41,186.41
2019.05.15 시작09:30,190.92,191.75,186.02,186.27
2019.05.16 시작09:30,190.08,192.4689,188.84,189.91
2019.05.17 시작09:30,189.0,190.9,186.76,186.93
2019.05.20 시작09:30,183.09,184.349,180.2839,183.52
2019.05.21 시작09:30,186.6,188.0,184.7,185.22
2019.05.22 시작09:30,182.78,185.71,182.55,184.66
2019.05.23 시작09:30,179.66,180.54,177.81,179.8
2019.05.24 시작09:30,178.97,182.14,178.62,180.2
2019.05.28 시작09:30,178.23,180.59,177.91,178.92
2019.05.29 시작09:30,177.38,179.35,176.0,176.42
2019.05.30 시작09:30,178.3,179.23,176.67,177.95
2019.05.31 시작09:30,175.07,177.99,174.99,176.23
2019.06.03 시작09:30,173.3,177.92,170.27,175.6
2019.06.04 시작09:30,179.64,179.83,174.52,175.44
2019.06.05 시작09:30,182.54,184.99,181.14,184.28
2019.06.06 시작09:30,185.22,185.47,182.1489,183.08
2019.06.07 시작09:30,190.15,191.92,185.77,186.51
2019.06.10 시작09:30,192.58,195.37,191.62,191.81
2019.06.11 시작09:30,194.81,196.0,193.6,194.86
2019.06.12 시작09:30,194.19,195.97,193.385,193.95
2019.06.13 시작09:30,194.15,196.79,193.6,194.7
2019.06.14 시작09:30,192.74,193.5863,190.3,191.545
2019.06.17 시작09:30,193.89,194.96,192.17,192.9
2019.06.18 시작09:30,198.45,200.29,195.21,196.05
2019.06.19 시작09:30,197.87,199.88,197.31,199.68
2019.06.20 시작09:30,199.46,200.61,198.03,200.37
2019.06.21 시작09:30,198.78,200.85,198.15,198.8
2019.06.24 시작09:30,198.58,200.16,198.17,198.54
2019.06.25 시작09:30,195.57,199.26,195.29,198.43
2019.06.26 시작09:30,199.8,200.99,197.35,197.77
2019.06.27 시작09:30,199.74,201.57,199.57,200.29
2019.06.28 시작09:30,197.92,199.495,197.05,198.68
2019.07.01 시작09:30,201.55,204.49,200.65,203.17
2019.07.02 시작09:30,202.73,203.1323,201.36,201.41
2019.07.03 시작09:30,204.41,204.44,202.6901,203.28
2019.07.05 시작09:30,204.23,205.08,202.9,203.35
2019.07.08 시작09:30,200.02,201.4,198.41,200.81
2019.07.09 시작09:30,201.24,201.51,198.81,199.2
2019.07.10 시작09:30,203.23,203.73,201.56,201.85
2019.07.11 시작09:30,201.75,204.39,201.71,203.31
2019.07.12 시작09:30,203.3,204.0,202.2,202.45
2019.07.15 시작09:30,205.21,205.87,204.0,204.09
2019.07.16 시작09:30,204.5,206.11,203.5,204.59
2019.07.17 시작09:30,203.35,205.0915,203.27,204.05
2019.07.18 시작09:30,205.66,205.88,203.7,204.0
2019.07.19 시작09:30,202.59,206.5,202.36,205.79
2019.07.22 시작09:30,207.22,207.23,203.61,203.65
2019.07.23 시작09:30,208.84,208.91,207.29,208.46
2019.07.24 시작09:30,208.67,209.15,207.17,207.67
2019.07.25 시작09:30,207.02,209.24,206.73,208.89
2019.07.26 시작09:30,207.74,209.73,207.14,207.48
2019.07.29 시작09:30,209.68,210.64,208.44,208.46
2019.07.30 시작09:30,208.78,210.16,207.31,208.76
2019.07.31 시작09:30,213.04,221.37,211.3,216.42
2019.08.01 시작09:30,208.43,218.03,206.7435,213.9
2019.08.02 시작09:30,204.02,206.43,201.63,205.53
2019.08.05 시작09:30,193.34,198.649,192.58,197.99
2019.08.06 시작09:30,197.0,198.067,194.04,196.31
2019.08.07 시작09:30,199.04,199.56,193.82,195.41
2019.08.08 시작09:30,203.43,203.53,199.39,200.2
2019.08.09 시작09:30,200.99,202.76,199.29,201.3
2019.08.12 시작09:30,200.48,202.0516,199.15,199.62
2019.08.13 시작09:30,208.97,212.14,200.83,201.02
2019.08.14 시작09:30,202.75,206.44,202.5869,203.16
2019.08.15 시작09:30,201.74,205.14,199.67,203.46
2019.08.16 시작09:30,206.5,207.16,203.84,204.28
2019.08.19 시작09:30,210.35,212.7307,210.025,210.62
2019.08.20 시작09:30,210.36,213.35,210.32,210.88
2019.08.21 시작09:30,212.64,213.65,211.6032,212.99
2019.08.22 시작09:30,212.46,214.435,210.75,213.19
2019.08.23 시작09:30,202.64,212.051,201.0,209.43
2019.08.26 시작09:30,206.49,207.19,205.0573,205.86
2019.08.27 시작09:30,204.16,208.55,203.53,207.86
2019.08.28 시작09:30,205.53,205.72,203.32,204.1
2019.08.29 시작09:30,209.01,209.32,206.655,208.5
2019.08.30 시작09:30,208.74,210.45,207.2,210.16
2019.09.03 시작09:30,205.7,206.98,204.22,206.43
2019.09.04 시작09:30,209.19,209.48,207.32,208.39
2019.09.05 시작09:30,213.28,213.97,211.51,212.0
2019.09.06 시작09:30,213.26,214.42,212.51,214.05
2019.09.09 시작09:30,214.17,216.44,211.07,214.84
2019.09.10 시작09:30,216.7,216.78,211.71,213.86
2019.09.11 시작09:30,223.59,223.71,217.73,218.07
2019.09.12 시작09:30,223.085,226.42,222.86,224.8
2019.09.13 시작09:30,218.75,220.79,217.02,220.0
2019.09.16 시작09:30,219.9,220.13,217.56,217.73
2019.09.17 시작09:30,220.7,220.82,219.12,219.96
2019.09.18 시작09:30,222.77,222.85,219.44,221.06
2019.09.19 시작09:30,220.96,223.76,220.37,222.01
2019.09.20 시작09:30,217.73,222.56,217.473,221.38
2019.09.23 시작09:30,218.72,219.84,217.65,218.95
2019.09.24 시작09:30,217.68,222.49,217.19,221.055
2019.09.25 시작09:30,221.03,221.5,217.1402,218.55
2019.09.26 시작09:30,219.89,220.94,218.83,220.0
2019.09.27 시작09:30,218.82,220.96,217.2814,220.54
2019.09.30 시작09:30,223.97,224.58,220.79,220.9
2019.10.01 시작09:30,224.59,228.22,224.2,225.07
2019.10.02 시작09:30,218.96,223.58,217.93,223.06
2019.10.03 시작09:30,220.82,220.96,215.132,218.43
2019.10.04 시작09:30,227.01,227.49,223.89,225.64
2019.10.07 시작09:30,227.06,229.93,225.84,226.27
2019.10.08 시작09:30,224.4,228.06,224.33,225.82
2019.10.09 시작09:30,227.03,227.79,225.64,227.03
2019.10.10 시작09:30,230.09,230.44,227.3,227.93
2019.10.11 시작09:30,236.21,237.64,232.3075,232.95
2019.10.14 시작09:30,235.87,238.1342,234.6701,234.9
2019.10.15 시작09:30,235.32,237.65,234.88,236.39
2019.10.16 시작09:30,234.37,235.24,233.2,233.37
2019.10.17 시작09:30,235.28,236.15,233.52,235.09
2019.10.18 시작09:30,236.41,237.58,234.29,234.59
2019.10.21 시작09:30,240.51,240.99,237.32,237.52
2019.10.22 시작09:30,239.96,242.2,239.6218,241.16
2019.10.23 시작09:30,243.18,243.24,241.22,242.1
2019.10.24 시작09:30,243.58,244.8,241.805,244.51
2019.10.25 시작09:30,246.58,246.73,242.88,243.16
2019.10.28 시작09:30,249.05,249.25,246.72,247.42
2019.10.29 시작09:30,243.29,249.75,242.57,248.97
2019.10.30 시작09:30,243.26,245.3,241.21,244.76
2019.10.31 시작09:30,248.76,249.17,237.26,247.24
2019.11.01 시작09:30,255.82,255.93,249.16,249.54
2019.11.04 시작09:30,257.5,257.845,255.38,257.33
2019.11.05 시작09:30,257.13,258.19,256.32,257.05
2019.11.06 시작09:30,257.24,257.49,255.365,256.77
2019.11.07 시작09:30,259.43,260.35,258.11,258.74
2019.11.08 시작09:30,260.14,260.44,256.85,258.69
2019.11.11 시작09:30,262.2,262.47,258.28,258.3
2019.11.12 시작09:30,261.96,262.79,260.92,261.55
2019.11.13 시작09:30,264.47,264.78,261.07,261.13
2019.11.14 시작09:30,262.64,264.88,262.1,263.75
2019.11.15 시작09:30,265.76,265.78,263.01,263.68
2019.11.18 시작09:30,267.1,267.43,264.23,265.8
2019.11.19 시작09:30,266.29,268.0,265.3926,267.9
2019.11.20 시작09:30,263.19,266.083,260.4,265.54
2019.11.21 시작09:30,262.01,264.005,261.18,263.69
2019.11.22 시작09:30,261.78,263.18,260.84,262.59
2019.11.25 시작09:30,266.37,266.44,262.52,262.71
2019.11.26 시작09:30,264.29,267.16,262.5,266.94
2019.11.27 시작09:30,267.84,267.98,265.31,265.58
2019.11.29 시작09:30,267.25,268.0,265.9,266.6
2019.12.02 시작09:30,264.16,268.25,263.45,267.27
2019.12.03 시작09:30,259.45,259.53,256.29,258.31
2019.12.04 시작09:30,261.74,263.31,260.68,261.07
2019.12.05 시작09:30,265.58,265.89,262.73,263.79
2019.12.06 시작09:30,270.71,271.0,267.3,267.48
2019.12.09 시작09:30,266.92,270.8,264.91,270.0
2019.12.10 시작09:30,268.48,270.07,265.86,268.6
2019.12.11 시작09:30,270.77,271.1,268.5,268.81
2019.12.12 시작09:30,271.46,272.5599,267.321,267.78
2019.12.13 시작09:30,275.15,275.3,270.93,271.46
2019.12.16 시작09:30,279.86,280.79,276.98,277.0
2019.12.17 시작09:30,280.41,281.77,278.8,279.57
2019.12.18 시작09:30,279.74,281.9,279.12,279.8
2019.12.19 시작09:30,280.02,281.18,278.95,279.5
2019.12.20 시작09:30,279.44,282.65,278.56,282.23
2019.12.23 시작09:30,284.0,284.25,280.3735,280.53
2019.12.24 시작09:30,284.27,284.89,282.9197,284.69
2019.12.26 시작09:30,289.91,289.98,284.7,284.82
2019.12.27 시작09:30,289.8,293.97,288.12,291.12
2019.12.30 시작09:30,291.52,292.69,285.22,289.46
2019.12.31 시작09:30,293.65,293.68,289.52,289.93
2020.01.02 시작09:30,300.35,300.6,295.19,296.24
2020.01.03 시작09:30,297.43,300.58,296.5,297.15
2020.01.06 시작09:30,299.8,299.96,292.75,293.79
2020.01.07 시작09:30,298.39,300.9,297.48,299.84
2020.01.08 시작09:30,303.19,304.4399,297.156,297.16
2020.01.09 시작09:30,309.63,310.43,306.2,307.235
2020.01.10 시작09:30,310.33,312.67,308.25,310.6
2020.01.13 시작09:30,316.96,317.07,311.15,311.64
2020.01.14 시작09:30,312.68,317.57,312.17,316.7
2020.01.15 시작09:30,311.34,315.5,309.55,311.85
2020.01.16 시작09:30,315.24,315.7,312.09,313.59
2020.01.17 시작09:30,318.73,318.74,315.0,316.27
2020.01.21 시작09:30,316.57,319.02,316.0,317.19
2020.01.22 시작09:30,317.7,319.99,317.31,318.58
2020.01.23 시작09:30,319.23,319.56,315.65,317.92
2020.01.24 시작09:30,318.31,323.33,317.5188,320.25
2020.01.27 시작09:30,308.95,311.77,304.88,310.06
2020.01.28 시작09:30,317.69,318.4,312.19,312.6
2020.01.29 시작09:30,324.34,327.85,321.38,324.45
2020.01.30 시작09:30,323.87,324.09,318.75,320.5435
2020.01.31 시작09:30,309.51,322.68,308.29,320.93
2020.02.03 시작09:30,308.66,313.49,302.22,304.3
2020.02.04 시작09:30,318.85,319.64,313.6345,315.31
2020.02.05 시작09:30,321.45,324.76,318.95,323.52
2020.02.06 시작09:30,325.21,325.22,320.2648,322.57
2020.02.07 시작09:30,320.03,323.4,318.0,322.37
2020.02.10 시작09:30,321.55,321.55,313.85,314.18
2020.02.11 시작09:30,319.61,323.9,318.71,323.6
2020.02.12 시작09:30,327.2,327.22,321.47,321.47
2020.02.13 시작09:30,324.87,326.22,323.35,324.19
2020.02.14 시작09:30,324.95,325.98,322.85,324.73
2020.02.18 시작09:30,319.0,319.75,314.61,315.36
2020.02.19 시작09:30,323.62,324.57,320.0,320.0
2020.02.20 시작09:30,320.3,324.65,318.21,322.63
2020.02.21 시작09:30,313.05,320.45,310.5,318.62
2020.02.24 시작09:30,298.18,304.18,289.23,297.26
2020.02.25 시작09:30,288.08,302.53,286.13,300.95
2020.02.26 시작09:30,292.65,297.88,286.5,286.53
2020.02.27 시작09:30,273.52,286.0,272.96,281.1
2020.02.28 시작09:30,273.36,278.41,256.37,257.26
2020.03.02 시작09:30,298.81,301.44,277.72,282.28
2020.03.03 시작09:30,289.32,304.0,285.8,303.67
2020.03.04 시작09:30,302.74,303.4,293.13,296.44
2020.03.05 시작09:30,292.92,299.55,291.41,295.52
2020.03.06 시작09:30,289.03,290.82,281.23,282.0
2020.03.09 시작09:30,266.17,278.09,263.0,263.75
2020.03.10 시작09:30,285.34,286.44,269.37,277.14
2020.03.11 시작09:30,275.43,281.22,271.86,277.39
2020.03.12 시작09:30,248.23,270.0,248.0,255.94
2020.03.13 시작09:30,277.97,279.92,252.95,264.89
2020.03.16 시작09:30,242.21,259.08,240.0,241.95
2020.03.17 시작09:30,252.86,257.61,238.4,247.51
2020.03.18 시작09:30,246.67,250.0,237.12,239.77
2020.03.19 시작09:30,244.78,252.84,242.61,247.385
2020.03.20 시작09:30,229.24,251.83,228.0,247.18
2020.03.23 시작09:30,224.37,228.4997,212.61,228.08
2020.03.24 시작09:30,246.88,247.69,234.3,236.36
2020.03.25 시작09:30,245.52,258.25,244.3,250.75
2020.03.26 시작09:30,258.44,258.68,246.36,246.52
2020.03.27 시작09:30,247.74,255.87,247.05,252.75
2020.03.30 시작09:30,254.81,255.52,249.4,250.74
2020.03.31 시작09:30,254.29,262.49,252.0,255.6
2020.04.01 시작09:30,240.91,248.72,239.13,246.5
2020.04.02 시작09:30,244.93,245.15,236.9,240.34
2020.04.03 시작09:30,241.41,245.7,238.9741,242.8
2020.04.06 시작09:30,262.47,263.11,249.38,250.9
2020.04.07 시작09:30,259.43,271.7,259.0,270.8
2020.04.08 시작09:30,266.07,267.37,261.23,262.74
2020.04.09 시작09:30,267.99,270.07,264.7,268.7
2020.04.13 시작09:30,273.25,273.7,265.83,268.31
2020.04.14 시작09:30,287.05,288.25,278.05,280.0
2020.04.15 시작09:30,284.43,286.33,280.63,282.4
2020.04.16 시작09:30,286.69,288.1975,282.3502,287.38
2020.04.17 시작09:30,282.8,286.945,276.86,284.69
2020.04.20 시작09:30,276.93,281.68,276.85,277.95
2020.04.21 시작09:30,268.37,277.25,265.43,276.28
2020.04.22 시작09:30,276.1,277.9,272.2,273.61
2020.04.23 시작09:30,275.03,281.75,274.87,275.87
2020.04.24 시작09:30,282.97,283.01,277.0,277.2
2020.04.27 시작09:30,283.17,284.54,279.95,281.8
2020.04.28 시작09:30,278.58,285.83,278.2,285.08
2020.04.29 시작09:30,287.73,289.67,283.89,284.73
2020.04.30 시작09:30,293.8,294.53,288.35,289.96
2020.05.01 시작09:30,289.07,299.0,285.85,286.25
2020.05.04 시작09:30,293.16,293.69,286.3172,289.17
2020.05.05 시작09:30,297.56,301.0,294.46,295.06
2020.05.06 시작09:30,300.63,303.24,298.87,300.46
2020.05.07 시작09:30,303.74,305.17,301.97,303.22
2020.05.08 시작09:30,310.13,310.35,304.29,305.64
2020.05.11 시작09:30,315.01,317.05,307.24,308.1
2020.05.12 시작09:30,311.41,319.688,310.91,317.83
2020.05.13 시작09:30,307.65,315.95,303.21,312.15
2020.05.14 시작09:30,309.54,309.79,301.53,304.51
2020.05.15 시작09:30,307.71,307.9,300.21,300.35
2020.05.18 시작09:30,314.96,316.5,310.3241,313.17
2020.05.19 시작09:30,313.14,318.52,313.01,315.03
2020.05.20 시작09:30,319.23,319.52,316.2,316.68
2020.05.21 시작09:30,316.85,320.89,315.87,318.66
2020.05.22 시작09:30,318.89,319.23,315.35,315.77
